slug	name	cat	city	rating	count	summary	r1	r2
il-canto-cafe-37.794_-122.4007	Il Canto Cafe	Coffee Shop	San Francisco	4.7	632	Easygoing coffee shop fixing up sandwiches, breakfast burritos & other bites, plus espresso drinks.	Ordered online and picked up the breakfast burrito with add ons: bacon and avocado - didn’t get a lot of either. The burrito is on the smaller side, but dense, over half is cheese. Very filling. It was pressed and crispy once upon	Decent breakfast burrito for people who like creamy chipotle sauce. The price for a meat + avocado burrito rises about $0.25 every 3 months from $11.55 (MAY 2025) to $12.25 (FEB 2026) to $12.50 now (MAY 2026). Counter guy is run r
mori-haus-cafe-34.0294_-118.2287	Mori Haus Cafe	Ice Cream Shop	Los Angeles	2	1		Standing in line to figure out that all yogurt’s out by the time we’re about to order. Yep total disappointment. Would appreciate a sign put or at least someone told people in line that yogurt’s out so guests didn’t have to spend 	
bu-pastry-bar-34.1393_-118.1319	Bu Pastry Bar	Pastry Shop	Pasadena	4.5	48		I ordered the vanilla canelé, strawberry cheese dacquoise, and horchata dacquoise. The canelé was delicious—the outside was perfectly crispy, and the inside was nice and chewy. As for the dacquoise, the strawberry cream cheese and	We stopped by this café and really enjoyed it. The madeleine was super fresh — soft, light, and just the right amount of buttery, with that perfect just-baked feel. I also had the matcha, which I really appreciated because it wasn
yuja-37.7871_-122.3921	Yuja	Asian Cuisine	San Francisco	4.8	130		This is the best Asian-fusion healthy food place! The flavours are so unique and the sauces add such a nice complement to the dishes. The meals are so affordable and there are so many customizations. Would come here regularly! Als	Easily one of the best teriyaki chicken around. The chicken is tender and marinated to perfection, plus the seasoned rice and the fresh salad, excellent combination. Super friendly staff and great service. Highly recommended
wake-and-late-34.1463_-118.1394	WAKE AND LATE	Burrito Restaurant	Pasadena	3.7	212		My first time visiting California and this was one of my favorite places. We had a steak burrito and a bacon burrito and they were so good and packed so nicely. The cilantro cream was my favorite sauce. I literally could have eate	I like places with small menus cuz it just means they specialize in the food they serve. Toh l'd like to say I'd give this a 4.5 stars. To start off with I've had churros in Spain and ceviche in Mexico and tacos from ave 26. The p
yuk-dae-jang-34.1022_-118.1099	Yuk Dae Jang	Korean Cuisine	San Gabriel	4.4	234		Every time I want some cold spicy buckwheat noodles with brisket, I like to come here. They make it perfect!! The flavor is perfect and authentic, not too spicy and their sides are delicious as well!! This is a great meal to have 	Came here recently and really enjoyed the hearty, flavorful soup—it had the perfect amount of spice and richness, with fresh ingredients like tofu, green onions, and tender shredded meat. It felt like true comfort food and was def
sushi-kisen-34.1273_-118.0542	Sushi Kisen	Sushi Restaurant	Arcadia	4.6	264		Came here for the DineLA menu, we had the sashimi set dinner which is $65, it came with 3 amuse-bouche, soup and a giant plate of sashimi. The quality of the seafood is really excellent, with many different cuts of tuna and other 	It isn’t cheap, but overall it was a wonderful omakase experience. I’ll skip the usual classics and highlight a few standouts: simmered whelk shellfish marinated in dashi, silky chawanmushi (savory dashi egg custard), barracuda, H
yama-seafood-34.102_-118.1126	Yama Seafood	Seafood Market	San Gabriel	4.7	1104		Sashimi: Walk in and walk straight to the back if you’re looking for sashimi. Grab a ticket! They’ll call the number and then you’ll get to pick the sashimi you want. Wait till they cut it and come back when they call your number.	My first sushi review for 2026 ... Yama Sushi is the go to spot in the San Gabriel area when you want solid sushi to go. Simple as that. No hype needed and no long explanation required. The food is consistently good, fresh, and pr
rvr-33.9913_-118.468	RVR	Izakaya	Venice	4.1	286		There’s a reason this place is hard to get a res. The food is very very good. Best broccolini in the game. The Wagyu skewers are also amazing. Ramen is lovely. I don’t recommend the pate unless you really love a strong gizzardy fl	Got a reservation here for brunch and got here at about 11:30. The restaurant was hardly busy. Our server was really nice and attentive and patient in explaining the menu to us since it was our first time visiting the restaurant. 
flour-pizzeria-cafe-34.0535_-118.4647	Flour Pizzeria & Cafe	Pizza Restaurant	Los Angeles	4.7	308		As someone who will always seek out New Haven and NY style pizza, I was excited to see this place as option when visiting LA. The pizza was everything I expected it to be…crispy with great sauce! Now if you aren’t expecting pizza 	Unassuming pizza shop with perfect pizza. Almost hidden amongst the collective of other popular establishments in Brentwood, Flour is truly a standout shop that should not be missed. They serve a variety of pies and slices with qu
chubby-skewers-33.9894_-117.9046	Chubby Skewers	BBQ Restaurant	Rowland Heights	4.8	1390		• Pricing is reasonable for the area; portions match what you pay and nothing feels overpriced. • Mostly self‑serve with a simple setup; staff brings out certain items but overall you grab what you need. • Staff is polite and effi	Premium ingredients — Think Japanese A5 Wagyu, American Wagyu, Australian Wagyu, chicken wings, duck tongue, fresh seafood, veggies, and more. • Flavorful options — Choose from various marinades and spices for bold Northeastern Ch
original-joe-s-37.8945_-122.0584	Original Joe's	Italian Cuisine	Walnut Creek	4.2	345		I had a great experience at Original Joe’s. It’s definitely on the pricier side, but the quality and portion sizes made it worth it. I ordered the Chicken/Shrimp Alfredo Fettuccine, and it was fantastic—easily an 8.5/10. It’s been	Third time's a charm. Tried twice to go for dinner, only to be told it's an hour and a half wait. They don't take rezzies. So we went late afternoon on a Tuesday. The place was hoppin. Since we were first timers, we went for what 
original-joe-s-37.8003_-122.4094	Original Joe's	Italian Cuisine	San Francisco	4.5	3502	Neighborhood fixture serving traditional, old-school Italian entrees, steaks, and seafood.	We visited Original Joe’s for a birthday celebration. The place was packed, which was great, it showed us that it must be good and even though they were busy the staff was tentative to us. they always made sure glasses were full a	Original Joe’s is one of those classic San Francisco spots that delivers every single time. The standout for me is the veal piccata—and it’s done exactly how it should be. Tender, perfectly cooked veal with a bright, balanced lemo
mugunghwa-37.8319_-122.264	Mugunghwa	Korean Cuisine	Oakland	4.7	68		You can tell if a Korean restaurant is good just by their banchan. And I fell in love with their banchan instantly and finished the rice even before my soup came 🤣 the tofu and the spinach banchan are my favorites! And our main di	We got their specialty cold noodle and beef bugolgi. Overall it was a lot of food and value for 2 for the beef bugolgi. The portion size was qutie generous but the beef was not quite as charred as I’d liked it to be. I enjoyed the
desta-ethiopian-cafe-37.8167_-122.2574	Desta Ethiopian Cafe	Ethiopian Cuisine	Oakland	5	230		I wish I could rate this place higher. The auntie that cooks the food is the absolute sweetest! The food is fantastic. All of the menu items are vegetarian which make this place a great spot for vegetarians. Highly recommend the f	This is one of our favorite weekend brunch spots. The owner could not be sweeter, and the food is always fresh and delicious. I'm vegan, so I always get the vegetarian combo plate, but I never bore of it. Feels like home cooking, 
mensho-37.8283_-122.2496	Mensho	Ramen Restaurant	Oakland	4.9	2867		First time here and I got to try their new Spicy Hotate Ramen! Honestly my favorite one :)! The broth was super flavorful but not too heavy. And the flavors get deeper as you mix all the ground beef and spice together. Would defin	We got a couple of things here and they were all amazing. All their ramen the best version of that ramen we’ve had so far. We got the Wagyu beef, one and another one that also had duck and pork. Sublime. Even the soft boiled egg w
sushi-salon-37.83_-122.2681	Sushi Salon	Sushi Restaurant	Oakland	5	76		We had an outstanding meal at Sushi Salon. The variety and quality of the fish was great, paired with a great selection of sake. maybe one of the best Omakase I’ve had outside of Japan. We will definitely be back.	Fantastic omakase expensive right here in Oakland.. Everything made with fresh ingredients and presented with perfection. Great for a special occasion. We had an 👌🏼 expected
